,index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
12883,12884,Pure & Gentle Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Pears,120.0,120.0,Bathing Bars & Soaps,4.3,"There's nothing like knowing that your skin is soft, smooth and glowing. With the right products, you can have that feeling every single day, starting with your cleansing routine. Pears understands this and brings to you its heritage product - the original glycerine soap, Pears Pure & Gentle Bathing Bar. With 100% more glycerine, Pears Pure & Gentle mild soap bar, cleanses your skin for visibly glowing, brighter skin, every time you shower. This bathing bar with glycerine helps preserve the moisture of your skin and keeps it soft, smooth and glowing. Pears' gentle formula has 0% Parabens and is mild on the skin. Pears Soap Bar also helps wash away germs. Just rub the Pears bar between your hands and massage rich creamy lather over your face and body before rinsing away thoroughly. Pat dry. For best results, use twice a day, morning and evening. Pears Pure & Gentle Bathing Bar is packed in 100% recyclable cartons, our initiative towards being environmentally friendly. Explore the entire range of Pears Pure & Gentle Body Wash & Liquid Hand Wash that are 100% soap Free, pH balanced and dermatologically tested. Add the Pears Range to your beauty regime to see for yourself."
12963,12964,Jasmine Bathing Soap - Co-Created With Moms,Beauty & Hygiene,Bath & Hand Wash,Dettol,260.0,260.0,Bathing Bars & Soaps,4.3,"Your trusted Dettol offers a new range of Dettol Co-Created with Moms beauty bathing soaps. It is made by ingredients approved by moms and with minimal chemicals. This new range is free from parabens, harsh chemical residues, artificial dyes, and talc; it has fragrance infused with 100% natural jasmine essence. It gives 10 times better protection than any ordinary soap and is gentle on skin. Reassuringly, Dettol protects from a wide range of illness-causing germs and bacteria to help you stay healthy."
13054,13055,French Lavender Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,425.0,425.0,Bathing Bars & Soaps,4.5,"Imagine walking through the fields of Provence with the purple, fresh and sweet fragrance of lavender fields encapsulating you. French lavender is an active base soap from Nyassa. The active base is an exclusive and unique blend of six pure and natural carrier oils, essential oils and extracts that go into every nyassa handmade soap, namely aloe vera extract, grape seed extract, honey, cold pressed sweet almond oil, cold pressed wheat germ oil and vitamin e acetate. These ingredients work best as moisturisers, healers and soothing agents. Nyassa's relaxing French lavender soap contains lavender essential oil and shea butter that helps to keep skin bright and relaxed. The lavender essential oil acts as an excellent natural antifungal agent, keeping your skin bright and healthy. It is also anti-inflammatory and is an effective skin relaxant. Shea butter is high in Vitamin A and E which is a natural moisturiser and sun protectant, keeping skin bright and lustrous."
13097,13098,Bathing Soap - Aloe Vera,Beauty & Hygiene,Bath & Hand Wash,Vivel,80.0,80.0,Bathing Bars & Soaps,4.4,"Vivel Stain Soft Bathing Soap is enriched with Aloe vera extracts and Vitamin-E. Discover the feeling of attractive skin.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
13145,13146,Tea Tree & Acitivated Charcoal Soap,Beauty & Hygiene,Bath & Hand Wash,Natural Vibes,249.0,249.0,Bathing Bars & Soaps,5.0,"Natural Vibes Tea Tree and Activated Charcoal soap are formulated with 7 healing ingredients; Tea Tree, Activated charcoal, Oatmeal, Rosemary, Ylang Ylang, Citrus peel and Lavender. This natural blend will help you fight your acne and remove the impurities that penetrate your skin and clog your pores every day. This unique combination of natural ingredients and pure essential oils will protect your skin and let you reap the healing benefits of aromatherapy. Not only that, it will protect your skin from further damage leaving you with a healthy well-nourished skin."
13177,13178,Bathing Soap - Mild Dew (Peach & Avocado),Beauty & Hygiene,Bath & Hand Wash,Fiama,142.5,150.0,Bathing Bars & Soaps,4.2,"Fiama Di Wills Bathing Soap Mild Dew contains the kindness of natural exotic extracts like Peaches and Avocadoes, which moisturise the skin. It finished of entirely natural ingredients and includes new-age features like systematic beads and aqua minerals, which build the skin, feel nourished and spotless. It is expressly designed for the young and modern consumers of today.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
13214,13215,Beauty Soap For Glowing Skin - Rose & Vitamin E,Beauty & Hygiene,Bath & Hand Wash,Lux,119.0,119.0,Bathing Bars & Soaps,4.1,"New LUX Rose & Vitamin E soap gives moonlit glowing skin. The Lux Rose & Vitamin E soap bar adds a touch of glow to your skin and leaves it beautifully fragrant. Infused with 7 beauty ingredients, combining essence of aromatic French Rose known for its soothing and beauty enhancing benefits, and with Vitamin E known to moisturize and nourish skin, this bar leaves your skin soft, smooth and glowing This soap for bathing, not only effectively removes dust and sweat on your skin, but also leaves it feeling gently cleansed. A delightful bathing experience with New LUX infused with French Rose flower extracts New Lux with rich, creamy lather, washes away dirt on skin’s surface to reveal happy, fresh skin after every shower. A soap suitable for the whole family. Bathing soap which is good for both your face and body. Lasting floral fragrance which leaves everyone mesmerised. Nourish and keep your skin moisturised with every bath. The soap is enriched with active ingredients that go deep into your skin to keep it clean and smooth. Lux Rose & Vitamin E lets you indulge in the soothing sensorial experience as you immerse in the classic scent of Rose. New Lux for visibly glowing skin from the first wash. Get your Lux Moonlit glow today."
13245,13246,Khaas Bath Soap - Green Gram Curd,Beauty & Hygiene,Bath & Hand Wash,Stonesoup,295.0,295.0,Bathing Bars & Soaps,4.5,"Greengram acts as cleanser, astringent, skin-tonic help restore glowing complexion, reduces premature wrinkles. Prevents clogging pores, draw impurities from the skin to make it look fresh & young. Curd helps to get soft and smooth skin, acts a good moisturiser for dry skin. effective treatment for sunburn."
13249,13250,Original Germ Protection Bathing Soap,Beauty & Hygiene,Bath & Hand Wash,Dettol,96.0,96.0,Bathing Bars & Soaps,4.3,Dettol is one of the world's most trusted antiseptic protection brand which gives you 99.99% protection against disease-causing bacteria and germs. Their body bathing bar is guaranteed to provide you 100% better freshness than the other ordinary body washes. It is refreshing and rejuvenating properties will brighten up your mornings and will leave you energised and smelling great.With nourishing moisturizers that make skin softer and smoother.Use as a part of personal hygiene for healthy skin every day.Dermatologically tested to be safe on the skin.Recommended by the Indian Medical Association.
13382,13383,Body Cleanser - Saundarya Sandal,Beauty & Hygiene,Bath & Hand Wash,Patanjali,40.0,40.0,Bathing Bars & Soaps,4.2,"For healthy & fair skin. Made from natural oil cleanser base, sandal wood oil extract of aloe vera which cleanses gently and keeps your skin glorified & soft, forever young and beautiful. Useful in nourishing, rejuvenating & glorifying the skin.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
13433,13434,Luxury Bathing Bar - Jasmine,Beauty & Hygiene,Bath & Hand Wash,50ap,85.0,85.0,Bathing Bars & Soaps,4.4,"Jasmine-a classic floral scent inspired by the early morning fragrance of jasmine flowers and the added goodness of Aloe Vera. Make bath time more luxurious with our artisan range of handcrafted 50 AP bathing bars.  For Beauty tips, tricks & more visitÂ https://bigbasket.blog/"
13458,13459,Cold Processed Lemon Ginger Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Soulflower,255.0,300.0,Bathing Bars & Soaps,5.0,"100% pure, natural, vegan and cold-pressed Soulflower lemon ginger soap is a handmade, hand-cut, natural oil-based soap. Tone your skin the natural way with a rich blend of fresh juices of lemon and ginger infused with lemon oil. Ginger extract and turmeric are herbs that are traditionally known to cure acne and make your skin glow. This soap brightens your skin tone and mood with its rich lather and tantalizing aroma."
13599,13600,Creme Soft Soap - For Hands & Body,Beauty & Hygiene,Bath & Hand Wash,Nivea,85.0,85.0,Bathing Bars & Soaps,4.2,"Nivea creme soft soap is exceptionally mild & gentle on your skin with trusted care from Nivea. This amazing soap will gently care for your skin, leaves your skin soft, fresh and supple throughout the day.For Beauty tips, tricks & more visit https://bigbasket.blog/"
13722,13723,Cool Soap,Beauty & Hygiene,Bath & Hand Wash,Dettol,105.0,105.0,Bathing Bars & Soaps,4.2,"Dettol soaps contain nourishing moisturizers that also provide Dettol's trusted germ protection from a wide range of unseen germs. Dettol bar soap efficiently cleanses and protects your skin, helping you stay healthy every day. Personal hygiene plays a critical role in preventing the spread of illness and infection. Poor personal hygiene can cause infection, skin complaints, unpleasant smells and skin infections. Skin is our first line of defence from the outside world and by keeping skin clean and moisturised, the barrier function will stay intact and overall health and appearance of the skin will be improved. Reassuringly, Dettol bathing bar soaps protect from a wide range of illness-causing germs and bacteria to help you stay healthy. Protect your family from diseases like cold and flu by adding a layer of Dettol protection. Personal hygiene, healthy habits with Dettol care to minimise your risk of infection and also enhance your overall health."
13885,13886,Cream Beauty Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Dove,340.0,340.0,Bathing Bars & Soaps,4.3,"Dove Cream Beauty Bar combines a gentle cleansing formula with Dove’s signature ¼ moisturising cream to give you softer, smoother and more glowing skin. The mild cleansers help your skin to retain its natural moisture rather than stripping it away.  This Dove bar even helps to replenish nutrients that are lost during the cleansing process – where a regular soap bar might leave your skin feeling dry and tight, a Dove White Bar leaves it feeling soft and smooth. It’s not a soap – it’s a beauty bar. Washing with regular soap can cause the skin to feel dry, tight and irritated as some cleansing ingredients strip skin of essential nutrients. What makes Dove different? Its gentle cleansers help your skin retain its natural moisture and its mild formula is kind to your skin. Dove is the No.1 Brand recommended by dermatologists in India.  For best results, lather up your Dove Beauty Bar and massage the smooth, creamy lather over your face and body before rinsing thoroughly. For soft, smooth hands, you can also enjoy regular hand-washing throughout the day with your Dove bar. Soap may dry out your hands, but the classic moisturising formula of Dove bars will leave skin softer, smoother and more glowing."
13929,13930,Noori Mukkhalat Middle Eastern Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,450.0,450.0,Bathing Bars & Soaps,4.5,"Mukkhalat is an Arabic word which means ""mix"". Mukkhalats have been in the Arabic tradition of perfumery since ages and continue to work its charm on each generation. Nyassa Noori Mukkhalat handmade soap has captured the beauty of Mukkhalat and paired it with hand-picked ingredients to offer a kiss of life to the weathered skin. This batch soap features vitamin-rich acai berry extracts and almond butter which lavishes rejuvenating goodness on your skin. Acai berry is rich in Vitamins A, B, C, and E which revives skin and helps to heal damaged skin cells while restoring moisture. Almond butter is a natural moisturiser which is rich in minerals, antioxidants, Vitamins and provides hydration to the skin."
13954,13955,Soap Bar - Total 10,Beauty & Hygiene,Bath & Hand Wash,Lifebuoy,106.0,106.0,Bathing Bars & Soaps,4.2,"The Lifebuoy Total Soap Bar offers complete germ protection for you and your family. Formulated with Active5, this soap bar protects your entire family from various bacteria and diseases. The advanced formula builds a protective guard over your skin, keeping away skin impurities and protecting against dust and dirt. Give your family a 100% better germ protection with this antibacterial soap bar from Lifebuoy. Enjoy clean, soft skin and a germ-free bathing experience. Buy Lifebuoy Total Soap Bar in tis pack of 4, now!  For Beauty tips, tricks & more visit https://bigbasket.blog/"
14236,14237,Bathing Soap - Rosewater & Almond,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,64.6,68.0,Bathing Bars & Soaps,4.3,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Feel the brush of soft rose petals as you apply the Godrej No.1 Rosewater and Almond soap to your skin. It has the fragrance of roses and the nourishment of almonds, which renders your skin smooth and fragrant. It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look."
14350,14351,Neem & Tulsi Soap,Beauty & Hygiene,Bath & Hand Wash,Globus,120.0,150.0,Bathing Bars & Soaps,4.3,"Neem Soap blends together all the goodness of naturally derived ingredients to keep your skin protected all times. It balances the skin texture and prevents acne formation by improving the overall health and immunity of your skin to keep future acne or ulcers at bay. It helps cools, soften, and soothe your skin."
14373,14374,Purifying Turmeric Natural Ayurvedic Soap,Beauty & Hygiene,Bath & Hand Wash,Lever Ayush,27.0,27.0,Bathing Bars & Soaps,4.2,"Ayush Purifying Turmeric soap is formulated with 5000 years of Ayurvedic wisdom to give you clear and glowing skin. It contains the goodness of Turmeric (Haldi) and Nalpamaradi Tailam. Turmeric (Haldi) is prescribed in Ayurveda for purification and is also well known for its antiseptic and healing properties. While, Nalpamaradi Tailam is a classic oil formulated with various effective ingredients such as Vetiver, Peepal and Amla that are believed to cure skin infections and rashes, leaving your skin clear and glowing. The Ayush range of products has been carefully crafted with authentic recipes and processes, prescribed in the ancient Granthas. Traditionally, Ayurvedic ingredients were consciously picked at a certain time of the day, when they are most potent to create extremely effective Ayurvedic solutions. Lever Ayush uses the most potent ingredients that are highly beneficial to the skin, hair & teeth. The goodness of ingredients like Turmeric (Haldi), Saffron (Kesar), Cows ghee, Cardamom and Rock Salt has been used to formulate products that address our most worrying beauty problems. At Lever Ayush, we strive to make ancient Ayurvedic wisdom accessible to solve modern-day beauty problems. We believe that the solution to our beauty problems lies in the 5000-year-old Ayurvedic granthas, that prescribes the way to solve these problems from the root. We work with one of the world’s premier Ayurvedic institutes, Arya Vaidya Pharmacy (AVP) to create products that use the right ingredients to make them unique and incredibly effective."
14490,14491,Bathing Soap - Ayurvedic,Beauty & Hygiene,Bath & Hand Wash,Chandrika ,157.26,168.0,Bathing Bars & Soaps,4.4,"Chandrika truly deserves to be called the Real Ayurvedic Soap, it has double the amount of coconut oil and ayurvedic herbs, which gently treat skin problems - for Clear, beautiful skin. Chandrika brings to you the ancient secrets of Ayurveda, the traditional medicine of India. Its all-natural approach is scientific, safe, and effective. Today, close to 80 years since it was first made, Chandrika is loved by millions of households all over the globe and is still synonymous with Ayurveda. For Beauty tips, tricks & more visit https://bigbasket.blog/"
14796,14797,Fresh Splash Water Lily & Cooling Mint Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Lux,30.0,30.0,Bathing Bars & Soaps,4.2,"Gift yourself the luxury of sublime gentleness that you truly deserve. With LUX Fresh Splash soap bar, revel in this labour of love born from the courtship between Lux and the world’s finest perfumers, that leaves your skin smooth and delicately scented. Infused with mesmerizing fragrance of water lilies and mint that lasts all day.LUX Fresh Splash lets you indulge in a sensorial experience as you soothe yourself with the uplifting scent of aqua with a zesty blend of apple, citrus and mint, transforming your daily shower into a revitalising ritual. Experience the refreshing blend of Apple with a touch of Mint and hint of Citrus, feel the aromatic bliss of Jasmine coupled with the essence of Lily of the Valley and a touch of Rose extract through the day and the delicate hint of Musk, coupled with Amber and Vanilla."
14868,14869,Bathing Soap - Gold,Beauty & Hygiene,Bath & Hand Wash,Mysore Sandal,460.0,460.0,Bathing Bars & Soaps,4.1,"This Soap is made from vegetable oils & contains natural Mysore Sandalwood Oil, popularly known as 'Liquid Gold'. Sandalwood Oil is recommended in ancient Ayurvedic texts for soothing skin care and has been cherished for centuries for its exotic fragrance. This Soap enriched with moisturizers & conditioners nourishes, rejuvenates and keep the skin wrinkle and blemish-free bringing radiant glow.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
15029,15030,Care & Protect Moisturising Cream Beauty Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Dove,199.0,199.0,Bathing Bars & Soaps,4.3,"Removing germs can be tough on your skin, but Dove Care & Protect is different from ordinary soaps. With plant-based cleansers and Dove’s ¼ moisturising cream, Dove Care & Protect beauty bar effectively washes away germs while also protecting skin from dryness. It helps to replenish moisture that is lost during the cleansing process and effectively washes away germ. The classic moisturizing, pH-balanced formula of Dove bars will leave skin softer, smoother and more glowing. Remove germs & moisturize your skin with the 100% caring formula of Dove Care & Protect beauty bar.
Dove is the No.1 soap brand recommended by dermatologists. It is suitable for sensitive skin. For best results, lather up your Dove Care & Protect Beauty bathing bar and massage the smooth, creamy lather over your face and body before rinsing thoroughly. Regular soap may dry out your skin, but the moisturizing formula of Dove bars will leave skin softer, smoother and more glowing. Try Dove, And feel the Dove difference to get soft, smooth and glowing skin."
15158,15159,Almond Cream Beauty Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Dove,199.0,199.0,Bathing Bars & Soaps,4.5,"We all feel our best after a little pampering. A trip to the spa leaves us feeling refreshed, rejuvenated & ready to handle whatever the day throws at us. But did you know that you can enjoy that feeling every day by taking a few moments to pamper yourself? That’s why we’ve developed Dove Purely Pampering Almond Cream Beauty Bathing Bar, an indulgent Dove Almond bathing bar that with mild cleansers and ¼ moisturising cream alongside the comforting scent with hibiscus notes. The benefits of Almond Cream for skin have been well known for many years: its high concentration of vitamins means that it’s prized for its moisturizing properties. A shower experience that nourishes & pampers. Dove Almond Bathing Bar doesn’t dry your skin like ordinary soap can, this Purely Pampering Dove Almond Cream Beauty Bathing Bar is infused with Almond cream & Hibiscus scent. The formula nourishes skin with deep moisture as you cleanse, leaving it feeling silky smooth and softened. And the warm scent of hibiscus surrounds you as you use this Dove beauty bar, making you feel soothed and pampered leaving you in a beautiful state of mind. The Almond Cream with Hibiscus scent is luxurious. Caring for yourself never felt so good."
15398,15399,Mandarin Citrus Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,325.0,325.0,Bathing Bars & Soaps,5.0,"It has a refreshing zesty fragrance. Did you know that during the Chinese new year, Mandarin oranges and tangerines are considered traditional symbols of abundance and good fortune nyassa mandarin citrus is an active base soap? The active base is an exclusive and unique blend of six pure and natural carrier oils, essential oils and extracts that go into every nyassa handmade soap, namely aloe vera extract, grape seed extract, honey, cold pressed sweet almond oil, cold pressed wheat germ oil and Vitamin E Acetate. These ingredients work best as moisturisers, healers and soothing agents. Nyassa's zesty Mandarin citrus soap also contains two additional ingredients such as extracts of orange peel and lemon peel which helps to tighten the skin and protect from the body from tissue damage."
15413,15414,Basil & Parsley Body Cleanser,Beauty & Hygiene,Bath & Hand Wash,BIOTIQUE,105.0,140.0,Bathing Bars & Soaps,4.2,"Basil originated in India, has been in beloved herbs for its curative as well as culinary powers. This clear soap is a blend of pure basil, parsley, margosa, wheat germ and coconut oil to gently wash away any impurities without disturbing the skin's natural pH balance. This 100% natural product is best for a naturally healthy skin."
15640,15641,Sandal Soap Tripack,Beauty & Hygiene,Bath & Hand Wash,Yardley London,160.2,180.0,Bathing Bars & Soaps,4.4,"This Yardley Sandalwood Soap is triple-milled luxury soap, which gives a rich, creamy lather and is delicately scented with the warm and woody sandalwood fragrance. Enjoy the authentic sandalwood fragrance and the freshness throughout the day."
15676,15677,Cream Beauty Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Dove,115.0,115.0,Bathing Bars & Soaps,4.2,"Dove Cream Beauty Bar combines a gentle cleansing formula with Dove’s signature ¼ moisturizing cream to give you softer, smoother and more glowing skin. The mild cleansers help your skin to retain its natural moisture rather than stripping it away.  This Dove bar even helps to replenish nutrients that are lost during the cleansing process – where a regular soap bar might leave your skin feeling dry and tight, a Dove White Bar leaves it feeling soft and smooth.  It’s not a soap – it’s a beauty bar Washing with regular soap can cause the skin to feel dry, tight and irritated as some cleansing ingredients strip skin of essential nutrients. What makes Dove different? Its gentle cleansers help your skin retain its natural moisture and its mild formula is kind to your skin. Dove is the No.1 Brand recommended by dermatologists in India.  For best results, lather up your Dove Beauty Bar and massage the smooth, creamy lather over your face and body before rinsing thoroughly. For soft, smooth hands, you can also enjoy regular hand-washing throughout the day with your Dove bar. Soap may dry out your hands, but the classic moisturizing formula of Dove bars will leave skin softer, smoother and more glowing."
15729,15730,Soap - Forest Spice,Beauty & Hygiene,Bath & Hand Wash,Wild Stone,50.0,50.0,Bathing Bars & Soaps,4.2,"Wild Stone Soap in Forest Spice is enriched with Kokum butter, which helps keep your skin soft and moisturised with every wash. Whereas, its unique spicy fragrance helps keep you fresh and fragrant even in the most humid of days."
15855,15856,Cleansing Bar,Beauty & Hygiene,Bath & Hand Wash,Sebamed,99.0,99.0,Bathing Bars & Soaps,4.8,"Sebamed baby bar has a pH of 5.5 and it is a sugar-based mild cleanser. Other baby soaps have pH>7 which leads to barrier damage. When baby is born, skin pH is 7. The acid mantle which protects the baby's delicate skin takes a few weeks to 3 months to develop, the pH of skin then becomes 5.5. At pH 5.5 alone the skin's protective barrier remains intact. It has been clinically proven that only at pH 5.5, the lipid and moisture loss is minimum and the growth of pathogenic bacteria is restricted. Sebamed baby bar is free from irritants and hence has 0% incidences of irritant reactions. Sebamed baby bar contains botanical ingredient, hence the reported incidence of allergic reaction is 0.000003%. Only at pH5.5, the baby's delicate eyes are not irritated and the tear-free formula is free from formaldehyde. Made in Germany, it is 100% soap and alkali free. The refatting compounds protect against dryness and lipid removal during cleansing. The moisturising complex with wheat germ oil, vitamins and amino acids nourishes and hydrates the baby's skin, reducing water loss through the skin. It supports the natural lipid balance. Panthenol stimulates the regeneration of the skin and chamomile soothes the skin. It comes with a pleasant botanical fragrance. It is ideal from one month onwards."
15870,15871,& Moms - Citrus Soap,Beauty & Hygiene,Bath & Hand Wash,Dettol,195.0,195.0,Bathing Bars & Soaps,4.2,"Your Trusted Dettol offers a new range of Dettol Co-Created with Moms beauty bathing soaps. It is made by ingredients approved by moms and with minimal chemicals. This new range is free from parabens, harsh chemical residues, artificial dyes, and talc; it has fragrance infused with 100% natural citrus essence. It gives 10 times better protection than any ordinary soap and is gentle on skin. Reassuringly, Dettol protects from a wide range of illness-causing germs and bacteria to help you stay healthy."
15871,15872,Creme Care Soap - For Hands & Body,Beauty & Hygiene,Bath & Hand Wash,Nivea,85.0,85.0,Bathing Bars & Soaps,4.5,"Nivea soaps offer reliable cleansing abilities with the caring qualities you expect from Nivea. Natural care substances support your skin in keeping its moisture, day by day. With Nivea cream soap, enriched with valuable almond oil, mild skin ingredients and vitamin f your skin gets smooth and gentle care and is protected from drying out.For Beauty tips, tricks & more visit https://bigbasket.blog/"
16027,16028,Detox Activated Charcoal Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Greenberry Organics,126.0,180.0,Bathing Bars & Soaps,4.6,"Product Description - Wipe that dirt of your body and skin with the new and reworked activated charcoal handmade and hand-cut soap brick. I have been re-engineered to suit you better than ever and made with 100% pure oils of castor, coconut and olive. I am a natural bar which is not at all harsh on your skin. Take a hot or a cold shower with me, and I will never disappoint you."
16104,16105,Creme Care Soap - For Hands & Body,Beauty & Hygiene,Bath & Hand Wash,Nivea,158.0,158.0,Bathing Bars & Soaps,4.1,"Nivea soaps offer reliable cleansing abilities with the caring qualities you expect from Nivea. Natural care substances support your skin in keeping its moisture, day by day. With Nivea cream soap, enriched with valuable almond oil, mild skin ingredients and vitamin f your skin gets smooth and gentle care and is protected from drying out.For Beauty tips, tricks & more visit https://bigbasket.blog/"
16107,16108,Bathing Soap - Ayurvedic Classic 18 Herbs,Beauty & Hygiene,Bath & Hand Wash,Medimix,110.0,110.0,Bathing Bars & Soaps,4.3,"Medimix Ayurvedic Soap Contains an exclusive blend of the purest and premium grade vegetable glycerine and the time tested Ayurvedic formulation of Lakshadi oil. Successfully moisturizes dry skin making it soft and supple, and helps decrease itches and cracks caused by dryness.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
16134,16135,"Bathing Bar - Glycerin (Softens, Smoothens & Protects Skin)",Beauty & Hygiene,Bath & Hand Wash,Sri Sri Tattva,36.0,36.0,Bathing Bars & Soaps,4.7,"The goodness of Glycerin, now in a bar, Sensitive skin needs extra care and protection, Sri Sri Ayurveda Glycerin Bar has the wonderful quality of drawing moisture into the skin, It locks the moisture to your skin and keeps it hydrated all the time, moking your skin look younger and fresher, Sri Sri Ayurveda Glycerin Bar cleanses your skin without removing its natural oils, resulting in smooth, supple & Silky skin, it is very mild and gentle on the skin.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
16255,16256,Beauty Soap For Glowing Skin Soap - Rose & Vitamin E,Beauty & Hygiene,Bath & Hand Wash,Lux,52.0,52.0,Bathing Bars & Soaps,4.3,"New LUX Rose & Vitamin E soap gives moonlit glowing skin. The Lux Rose & Vitamin E soap bar adds a touch of glow to your skin and leaves it beautifully fragrant. Infused with 7 beauty ingredients, combining the essence of aromatic French Rose known for its soothing and beauty-enhancing benefits, and with Vitamin E known to moisturize and nourish skin, this bar leaves your skin soft, smooth and glowing This soap for bathing, not only effectively removes dust and sweat on your skin but also leaves it feeling gently cleansed. A delightful bathing experience with New LUX infused with French Rose flower extracts New Lux with rich, creamy lather, washes away the dirt on skin’s surface to reveal happy, fresh skin after every shower. Soap suitable for the whole family. Bathing soap which is good for both your face and body. The lasting floral fragrance which leaves everyone mesmerised. Nourish and keep your skin moisturised with every bath. The soap is enriched with active ingredients that go deep into your skin to keep it clean and smooth. Lux Rose & Vitamin E lets you indulge in the soothing sensorial experience as you immerse in the classic scent of Rose. New Lux for visibly glowing skin from the first wash. Get your Lux Moonlit glow today."
16395,16396,Oudh Abeer Middle Eastern Handmade Soap,Beauty & Hygiene,Bath & Hand Wash,Nyassa,475.0,475.0,Bathing Bars & Soaps,4.5,"An extension of the natural fragrances from the Middle East has found their way through exotic and local traditions since ages. Nyassa Oudh Abeer handmade soap has been inspired by the deep cultural root of Arabian fragrances. This pure bath soap is filled with the natural goodness of calendula extracts and Sea Buckthorn oil extracts. Calendula extracts are known for its ability to brighten skin and protect from blemishes, while Sea Buckthorn oil is known for its skin hydration and skin regeneration property while improving skin elasticity. The Oudh Abeer beauty soap recreates the magic of the desert land to take you on an aromatic journey that complements your bathing experience"
16558,16559,Glycerin Germ Protection Bathing Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Savlon,132.0,150.0,Bathing Bars & Soaps,4.3,"Savlon Glycerine Soap, infused with the goodness of glycerine, provides germ protection and at the same time moisturises your skin. Savlon Glycerine Soap Protects from 100 disease-causing germs.
*Based on lab study. Washes away germs."
16673,16674,Gold Soap,Beauty & Hygiene,Bath & Hand Wash,Santoor,148.5,165.0,Bathing Bars & Soaps,4.1,"A special glow for special occasions. Santoor Gold with pure sandalwood and saffron extract brings alive the ancient beauty traditions of Indian queens. Saffron nourishes your skin and makes it fairer while sandalwood soothes and imparts a glow. So you look every bit the queen that you are on every special occasion. It removes tanning, cures skin itching and detoxifies the skin. It removes tanning, cures skin itching and detoxifies the skin."
16915,16916,Herbal Vanilla Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.5,Vanilla soap softens the skin texture and provides complete nourishment and moisture to the skin.Benefits:The aroma is very pleasing and calmingIt helps in repairing skin tissue thus leads to skin glow and charmThe antibacterial properties of Vanilla Soap make it beneficial for the skin to stay healthy and soft
17185,17186,Bathing Soap - Lavender & Milk Cream,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,84.0,84.0,Bathing Bars & Soaps,4.3,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Godrej No.1 Lavender and Milk Cream soap mesmerizing fragrance of Lavender and moisturizing milk cream combines with Natural Oils in this soap, to make your skin fresh and fragrant, and gentle to touch. It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look."
17261,17262,"Beauty Soap For Glowing Skin - Jasmine & Vitamin E, Offer",Beauty & Hygiene,Bath & Hand Wash,Lux,130.0,130.0,Bathing Bars & Soaps,4.3,"New LUX Jasmine & Vitamin E soap gives moonlit glowing skin. The Lux Jasmine & Vitamin E soap bar adds a touch of glow to your skin and leaves it beautifully fragrant. Infused with 7 beauty ingredients, combining the essence of jasmine flower with its enchanting fragrance, and with Vitamin E known to moisturize and nourish skin, this bar leaves your skin soft, smooth, and glowing. This soap for bathing, not only effectively removes dust and sweat on your skin, but also leaves it feeling gently cleansed. A delightful bathing experience with New LUX infused with Jasmine flower extracts. New Lux with rich, creamy lather, washes away the dirt on skin’s surface to reveal happy, fresh skin after every shower. A soap suitable for the whole family. Bathing soap which is good for both your face and body. A lasting floral fragrance which leaves everyone mesmerised. Nourish and keep your skin moisturised with every bath. The soap is enriched with active ingredients that go deep into your skin to keep it clean and smooth. Lux Jasmine & Vitamin E lets you indulge in the soothing sensorial experience as you immerse in the classic scent of jasmine. New Lux for visibly glowing skin from the first wash. Get your Lux Moonlit glow today."
